Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
2,2,662500,1,106,2.5,3121,1,1,0,75,2015,31,144.9948,2,1123
2,1,1010000,1,260,2.5,3121,1,1,151,151,1998,31,144.9914,2,1123
3,0,1300000,1,23,2.5,3121,1,1,326,100,1890,31,144.9946,2,1123
3,0,1300000,1,23,2.5,3121,2,2,138,108,2001,31,144.9891,2,1123
4,0,930000,1,222,9.1,3015,1,3,669,143,1950,10,144.8736,6,984
2,1,650000,3,85,9.1,3015,2,1,151,102,2011,10,144.8671,6,984
3,0,985000,1,251,9.1,3015,1,5,669,124,1950,10,144.8736,6,984
4,1,915000,3,222,9.1,3015,3,1,662,265,2016,10,144.8725,6,984
3,2,508000,1,222,9.1,3015,1,2,144,92,1980,10,144.8675,6,984
2,0,420000,3,104,9.1,3015,1,1,78,130,1980,10,144.8677,6,984
2,2,506000,1,222,9.1,3015,1,1,126,83,1975,10,144.8693,6,984
2,2,380000,4,165,9.1,3015,1,1,78,62,1960,10,144.8739,6,984
2,1,611000,3,251,9.1,3015,1,1,228,100,2000,10,144.8713,6,984
4,0,1260000,1,155,12.5,3041,2,2,697,277,2012,21,144.8995,6,389
4,0,931999,1,155,12.5,3041,3,2,528,192,1966,21,144.8987,6,389
3,0,1257000,1,106,5.3,3032,2,1,337,153,1930,21,144.9371,6,1052
4,0,1562000,3,155,5.3,3032,2,1,621,192,1900,21,144.9346,6,1052
4,0,1740000,4,155,5.3,3032,3,2,650,242,1925,21,144.935,6,1052
2,2,315000,3,196,5.3,3032,1,1,0,51,2012,21,144.9383,6,1052
5,0,1335000,1,82,9.3,3145,2,1,521,208,1915,8,145.0462,5,608
5,0,1415000,1,85,12.7,3018,3,6,705,313,2005,10,144.8437,6,852
3,0,720000,1,155,14.5,3042,1,1,696,132,1975,3,144.8586,6,1119
2,1,380000,1,155,14.5,3042,1,1,161,100,2010,3,144.8621,6,1119
3,2,501000,1,16,14.5,3042,1,1,255,132,1991,3,144.8533,6,1119
3,0,722000,3,28,14.5,3042,1,1,695,141,1970,3,144.8579,6,1119
4,1,746000,1,16,14.5,3042,3,1,308,174,1970,3,144.8602,6,1119
3,2,455000,1,155,14.5,3042,1,1,166,136,1999,3,144.8582,6,1119
4,1,600000,1,16,14.5,3042,2,1,231,146,2013,3,144.8584,6,1119
3,0,575000,1,155,14.5,3042,1,1,338,107,1960,3,144.8545,6,1119
3,0,566000,1,155,14.5,3042,2,2,554,129,1980,3,144.8598,6,1119
3,0,1250000,0,160,9.8,3185,2,2,236,193,2004,8,145.0121,5,534
2,2,393000,3,23,9.8,3185,1,1,0,65,1970,8,145.0093,5,534
2,2,595000,1,23,9.8,3185,1,1,0,75,1960,8,145.0101,5,534
4,0,2200000,1,260,9.8,3185,3,3,474,230,2010,8,145.0098,5,534
4,0,1908000,1,155,3.7,3054,2,1,256,156,1890,31,144.9681,2,1008
3,0,1300000,1,155,9.1,3040,3,2,240,240,2013,21,144.8916,6,1543
2,0,470000,1,16,9.1,3040,1,1,70,72.3,1980,21,144.9043,6,1543
4,0,1740000,0,155,9.1,3040,2,2,746,161,1950,21,144.8993,6,1543
3,0,1700000,4,85,3.3,3206,1,1,178,116,1910,25,144.9495,5,3280
1,2,1100000,0,155,3.3,3206,1,1,0,64,1888,25,144.9511,5,3280
3,0,2150000,1,135,3.3,3206,1,1,163,85,1890,25,144.955,5,3280
2,0,1190000,1,192,3.3,3206,1,0,111,70,1915,25,144.9489,5,3280
3,0,916000,3,99,11.1,3025,1,2,606,109,1970,10,144.8594,6,5132
3,0,910000,1,260,11.1,3025,1,3,535,132,1970,10,144.8399,6,5132
2,2,480000,4,260,6.3,3143,1,1,0,66.23,1960,26,145.0223,5,4836
2,2,852000,1,255,6.3,3143,1,1,869,74,1980,26,145.0224,5,4836
1,2,405000,1,135,6.3,3143,1,0,0,48,1966,26,145.0115,5,4836
5,0,2100000,1,155,5.9,3032,3,3,468,274,1925,21,144.9065,6,6567
3,0,1435000,1,155,5.9,3032,1,1,450,155,1920,21,144.9148,6,6567
2,0,1020000,0,155,5.9,3032,1,1,226,98,1920,21,144.9165,6,6567
6,0,2250000,0,106,5.9,3032,3,2,1012,435,1887,21,144.9184,6,6567
4,1,900000,3,4,5.9,3032,3,2,0,159,2011,21,144.9209,6,6567
2,0,1495000,1,16,12.2,3147,1,2,803,95,1950,20,145.1064,5,2894
2,2,822000,1,135,12.2,3147,1,1,78,59,1970,20,145.0981,5,2894
3,2,890000,1,106,12.2,3147,2,2,235,130,2006,20,145.1083,5,2894
3,2,765000,1,150,10.5,3034,2,1,292,150,2008,21,144.8561,6,4502
4,0,1300000,3,155,10.5,3034,3,2,656,322,1990,21,144.8659,6,4502
3,0,760000,3,150,10.5,3034,1,1,585,99,1960,21,144.8574,6,4502
2,0,1900000,1,161,9.2,3104,1,2,667,130,1955,2,145.0842,5,7809
3,2,700000,1,135,9.2,3104,1,1,350,120,1950,2,145.0739,5,7809
4,0,1890000,1,106,9.2,3104,3,2,636,227,1960,2,145.0938,5,7809
4,0,1725000,0,135,9.2,3104,3,2,627,213,1970,2,145.0945,5,7809
3,0,894000,1,196,9.5,3081,2,3,601,101.51,1950,0,145.0393,0,790
3,1,1375000,1,32,13,3204,3,2,338,194,2012,8,145.0418,5,6795
2,2,725000,1,32,13,3204,1,1,0,115,2006,8,145.0498,5,6795
4,0,1515000,1,32,13.9,3165,3,2,635,200,1950,8,145.0745,5,10969
3,0,986000,1,32,13.9,3165,1,3,337,100,1950,8,145.0586,5,10969
3,1,1225000,1,260,13.9,3165,2,2,372,180,2008,8,145.0694,5,10969
3,0,810000,0,32,13.9,3165,1,1,294,105,1950,8,145.0803,5,10969
2,2,535000,3,260,13.9,3165,1,1,1026,68.11,1970,8,145.0711,5,10969
4,0,1292000,1,255,13.9,3165,1,2,587,161,1950,8,145.057,5,10969
3,0,959000,1,196,13.9,3165,2,2,557,119,1960,8,145.068,5,10969
2,2,780000,1,196,13.1,3128,1,1,171,80,2014,28,145.1384,0,4605
3,0,1760000,1,161,13.1,3128,1,2,689,152,1920,28,145.1301,0,4605
3,0,2080000,1,32,13.1,3128,2,2,693,158,1925,28,145.1217,0,4605
2,0,610000,1,16,10.8,3019,1,2,555,74,1950,16,144.8463,6,3589
2,0,760000,1,67,10.8,3019,1,1,604,82,1950,16,144.8528,6,3589
3,1,441700,3,16,10.8,3019,2,1,145,107,2003,16,144.8463,6,3589
4,0,1000000,1,155,10.8,3019,3,2,475,319,2002,16,144.8552,6,3589
3,0,2575000,1,135,11.2,3186,2,2,517,195,1920,1,144.9977,5,10579
4,1,2900000,4,111,11.2,3186,4,2,473,292,2013,1,144.9999,5,10579
3,0,2225000,0,160,11.2,3186,2,2,0,167,1980,1,144.9866,5,10579
2,1,975000,0,135,11.2,3186,1,1,444,182,1915,1,145.0046,5,10579
4,0,4225000,1,23,11.2,3186,2,2,920,333,1990,1,144.9902,5,10579
3,1,2100000,1,32,11.2,3186,2,4,0,145,1970,1,145.0002,5,10579
2,2,520000,0,260,11.2,3186,1,1,1647,73,2004,1,144.9972,5,10579
4,0,2000000,4,111,11.2,3186,2,2,286,283,1999,1,145,5,10579
3,1,1990000,1,32,11.2,3186,2,2,0,189,1935,1,145.0026,5,10579
3,0,3025000,0,23,11.2,3186,2,4,649,195,1967,1,144.9893,5,10579
3,2,1221000,1,160,11.2,3186,2,2,0,109,1975,1,144.9901,5,10579
5,0,2140000,1,135,10.7,3187,2,2,780,206,1950,1,145.0142,5,6938
3,0,1635000,1,32,10.7,3187,1,1,597,131,1925,1,145.0229,5,6938
4,1,1700000,0,94,10.7,3187,3,2,312,118,1950,1,145.0144,5,6938
5,0,1900000,0,94,10.7,3187,3,2,583,271,2009,1,145.0101,5,6938
3,1,972000,1,82,10.7,3187,2,1,119,160,2000,1,145.0118,5,6938
3,0,1652000,1,106,5.2,3056,1,2,506,196.8,1921,23,144.9694,2,11918
2,2,735000,3,243,5.2,3056,1,2,173,77,1970,23,144.9653,2,11918
3,0,1210000,1,255,5.2,3056,1,0,282,112,1900,23,144.966,2,11918
1,2,528000,1,155,5.2,3056,1,1,0,58,2010,23,144.9676,2,11918
3,0,1115000,1,37,5.2,3056,1,1,249,116,1925,23,144.9664,2,11918
2,2,320000,1,196,5.2,3056,1,1,638,48,1970,23,144.9647,2,11918
3,0,1260000,1,106,5.2,3056,2,1,192,120,1910,23,144.9637,2,11918
4,0,1210000,3,255,5.2,3056,2,1,373,200,2009,23,144.9599,2,11918
4,0,1385000,0,106,5.2,3056,2,4,650,173.45,1950,23,144.9716,2,11918
3,1,981000,3,155,5.2,3056,2,1,122,140,2012,23,144.9661,2,11918
1,2,418000,3,90,5.2,3056,1,1,0,51,1970,23,144.9635,2,11918
2,2,585000,0,106,5.2,3056,1,1,430,258,2006,23,144.9623,2,11918
4,0,1900000,4,155,5.2,3056,3,2,0,212,2012,23,144.9513,2,11918
2,0,884000,3,106,5.2,3056,1,0,148,75,1890,23,144.9568,2,11918
2,2,480000,4,28,5.2,3056,1,1,557,57,1960,23,144.951,2,11918
4,0,1310000,1,106,4.5,3057,1,2,449,159,1930,23,144.9762,2,5533
2,0,1283000,1,106,4.5,3057,1,1,263,109,1910,23,144.9742,2,5533
2,0,1015000,1,155,4.5,3057,1,0,137,67,1890,23,144.9733,2,5533
2,2,435000,3,173,4.5,3057,1,1,0,70,2011,23,144.9786,2,5533
2,2,835000,3,106,4.5,3057,1,2,0,96,2005,23,144.975,2,5533
3,0,1500000,1,106,4.5,3057,1,3,446,125,1940,23,144.9835,2,5533
2,2,407500,3,260,5.9,3055,1,1,1097,67,1970,23,144.9421,2,7082
2,0,825000,0,155,5.9,3055,1,0,207,77,1950,23,144.9406,2,7082
3,0,645000,3,155,5.9,3055,3,1,131,109,2008,23,144.9378,2,7082
3,0,1220000,1,255,5.9,3055,1,1,335,113,1940,23,144.945,2,7082
3,0,1100000,4,155,5.9,3055,2,1,169,139,1900,23,144.9504,2,7082
3,1,670000,0,155,5.9,3055,1,2,109,104,2010,23,144.9416,2,7082
2,2,640000,1,193,5.9,3055,1,1,559,57,1970,23,144.9488,2,7082
2,0,545000,4,106,5.9,3055,1,1,0,59,1970,23,144.9487,2,7082
4,0,1205000,1,155,5.9,3055,2,2,518,160,1980,23,144.9499,2,7082
3,2,860000,1,106,11.8,3105,1,1,0,110,1999,15,145.088,0,4480
2,1,599900,1,16,11.8,3105,1,2,135,76,1970,15,145.0918,0,4480
4,1,910000,3,16,11.8,3105,2,2,190,133,2000,15,145.0884,0,4480
3,0,1100000,1,16,11.8,3105,2,3,709,143,1970,15,145.0968,0,4480
5,0,1730000,1,192,11.8,3105,4,4,564,185,1955,15,145.0936,0,4480
6,0,1591000,1,196,11.7,3125,2,2,665,209,1950,28,145.1283,5,5678
3,1,975000,4,202,11.7,3125,2,2,267,150,2012,28,145.1071,5,5678
2,0,1815000,1,126,11.7,3125,1,1,698,196,1960,28,145.1278,5,5678
3,0,1590000,3,106,11.7,3125,2,4,862,179.3,1950,20,145.0979,5,5678
4,0,1601000,1,140,11.7,3125,2,1,863,165,1940,28,145.1127,5,5678
5,0,1225000,1,32,11.7,3125,1,2,633,182,1960,28,145.1285,5,5678
3,0,1930000,1,155,7.8,3124,1,2,643,116,1920,2,145.0924,5,8920
4,0,2216000,1,73,7.8,3124,2,0,670,176,1930,2,145.089,5,8920
4,0,2110000,1,73,7.8,3124,1,3,572,150,1910,2,145.062,5,8920
2,0,1900000,1,161,7.8,3124,1,3,633,134.3,1960,2,145.0824,5,8920
3,0,1620000,1,106,7.8,3124,2,2,575,155,2000,2,145.0909,5,8920
4,0,3550000,1,135,7.8,3124,2,1,790,251,1890,2,145.0661,5,8920
3,0,1905000,1,135,7.8,3124,1,2,400,145,1890,2,145.0616,5,8920
4,0,2990000,1,135,7.8,3124,2,2,742,280,1997,2,145.0673,5,8920
3,2,835000,1,135,7.8,3124,1,1,112,85,1960,2,145.0949,5,8920
5,0,8000000,4,219,9,3126,5,4,2079,464.3,1880,2,145.0694,5,3265
4,0,3450000,1,155,3.2,3054,2,1,515,203,1905,31,144.9742,2,3106
2,2,635000,1,161,11.4,3163,1,1,0,73,1980,8,145.0619,5,7822
1,2,305000,1,255,11.4,3163,1,1,0,46,1960,8,145.0632,5,7822
3,0,1200000,0,260,11.4,3163,2,2,515,156,1930,8,145.0541,5,7822
3,2,945000,1,260,11.4,3163,1,2,1103,100,1987,8,145.0603,5,7822
4,0,1667000,1,196,11.4,3163,2,2,615,193,1920,8,145.0531,5,7822
1,2,330000,1,196,11.4,3163,1,1,0,46,1960,8,145.0616,5,7822
3,2,577000,1,260,11.4,3163,1,1,0,84,1965,8,145.0561,5,7822
1,2,305000,3,82,8.1,3161,1,1,750,43,1965,8,145.0197,5,6923
2,2,742500,1,82,8.1,3161,2,1,0,85,2011,8,145.0116,5,6923
2,2,630000,1,23,9.3,3162,1,1,0,71,2003,8,145.0137,5,5051
3,0,1350000,1,23,9.3,3162,2,1,305,129,1925,8,145.023,5,5051
2,2,490000,1,260,9.3,3162,1,1,0,61,1960,8,145.0259,5,5051
3,2,701000,0,196,13.6,3148,2,2,235,112,2000,20,145.0934,5,3582
3,1,905000,1,32,13.6,3148,1,2,418,132,1955,20,145.096,5,3582
3,2,988000,2,32,13.6,3148,2,2,286,124,2008,20,145.0954,5,3582
3,1,820000,4,260,13.6,3148,2,2,213,115,2012,20,145.0942,5,3582
3,0,1500000,1,155,3.4,3068,1,1,230,127,1900,31,144.9967,2,2954
2,2,641000,1,106,3.4,3068,1,1,72,90,1980,31,145.0058,2,2954
2,0,1250000,1,106,3.4,3068,1,0,158,95,1890,31,144.9995,2,2954
3,0,1652500,1,155,3.4,3068,1,0,276,170,1904,31,144.9938,2,2954
1,2,465000,1,92,3.4,3068,1,1,0,45,1970,31,145.0058,2,2954
2,2,495000,1,16,7.8,3058,1,0,388,69,1960,23,144.9694,2,11204
2,0,930000,1,194,7.8,3058,1,0,275,106.2,1920,23,144.9576,2,11204
2,1,781000,1,260,7.8,3058,1,1,0,112.9,2014,23,144.9604,2,11204
2,0,677776,3,106,7.8,3058,1,2,0,64,1980,23,144.9496,2,11204
4,1,680000,1,49,7.8,3058,2,1,3747,143,2006,23,144.9787,2,11204
3,1,824000,1,16,7.8,3058,1,2,120,113.76,1990,23,144.9795,2,11204
4,0,1500000,4,155,7.8,3058,2,1,453,187,1910,23,144.9481,2,11204
4,0,1005000,1,155,7.8,3058,2,1,172,135,1900,23,144.9634,2,11204
4,0,901000,3,196,7.8,3058,2,1,398,123,1950,23,144.9787,2,11204
3,0,990000,1,16,7.8,3058,1,3,414,153.1,1930,23,144.9573,2,11204
6,0,1455000,1,28,7.8,3058,3,4,768,285,1997,23,144.9603,2,11204
3,0,1250000,1,155,7.8,3058,2,2,500,148,1900,23,144.9653,2,11204
5,0,1790000,1,106,7.8,3058,3,2,635,108,1920,23,144.9593,2,11204
2,2,650000,1,16,7.8,3058,1,1,136,81,1975,23,144.9754,2,11204
3,1,720000,0,35,7.8,3058,2,2,531,112,2016,23,144.9571,2,11204
3,1,720000,0,42,7.8,3058,2,2,531,112,2016,23,144.9571,2,11204
2,2,535000,1,155,1.6,3066,1,1,0,63,1970,31,144.9883,2,4553
2,1,945000,1,106,1.6,3066,1,1,15900,98,1880,31,144.985,2,4553
2,0,888000,1,196,1.6,3066,1,0,112,100,1900,31,144.9901,2,4553
3,2,1000000,3,37,1.6,3066,2,2,0,148,2005,31,144.9908,2,4553
3,0,1350000,1,23,2.5,3121,1,1,117,147,1900,31,144.9923,2,1123
4,0,1300000,0,196,13.9,3108,2,2,872,185,1970,15,145.1138,0,9028
4,0,1400000,0,16,13.9,3108,2,2,664,150,1980,15,145.1116,0,9028
4,0,1100000,0,16,13.9,3108,3,2,661,170,1965,15,145.1433,0,9028
3,0,1355000,1,16,13.9,3108,1,1,814,120,1965,15,145.1309,0,9028
5,0,1652000,1,28,8,3040,2,1,697,196,1920,21,144.9159,6,9264
3,0,1131000,1,76,8,3040,1,1,387,135,1900,21,144.9272,6,9264
1,2,310000,3,28,8,3040,1,1,845,45,1977,21,144.9206,6,9264
3,2,700000,1,155,8,3040,1,1,227,120,2005,21,144.892,6,9264
2,2,610000,0,106,8,3040,1,1,0,75,2012,21,144.8957,6,9264
3,0,960000,0,16,8,3040,2,1,411,159,1990,21,144.8986,6,9264
1,2,426500,1,28,8,3040,1,1,62,53,1960,21,144.9134,6,9264
2,2,676000,1,106,5.8,3078,1,1,0,87,2002,31,145.0109,2,2970
3,0,1500000,0,255,5.8,3078,1,2,574,150,1925,6,145.0165,2,2970
3,0,660000,1,28,12.4,3060,1,2,585,88,1960,23,144.9676,2,5070
3,0,741000,1,178,12.4,3060,1,3,578,128,1960,23,144.9695,2,5070
3,2,532000,1,196,12.4,3060,2,1,207,205,2007,23,144.9631,2,5070
3,0,1000000,0,196,12.4,3060,1,2,1069,120,1960,23,144.9596,2,5070
2,2,328000,3,127,12.4,3060,1,1,0,67,1970,23,144.9644,2,5070
3,1,543500,1,221,12.4,3060,3,3,247,103,2011,23,144.975,2,5070
1,2,330000,1,155,3.5,3068,1,1,0,32,1970,31,144.9836,2,6244
2,0,846000,1,91,3.5,3068,1,0,160,119,1880,31,144.9824,2,6244
2,0,1055000,1,43,3.5,3068,1,0,192,85.2,1910,31,144.9879,2,6244
3,0,1250000,1,139,4.4,3031,2,2,226,140,2002,21,144.9243,2,3593
2,0,953000,1,23,4.4,3031,1,0,274,103,1930,21,144.9238,2,3593
2,2,603000,1,155,4.4,3031,1,1,0,96,1890,21,144.9306,2,3593
3,0,940000,1,260,4.4,3031,1,1,320,110,1940,21,144.9359,2,3593
5,0,1550000,0,155,4.4,3031,1,1,432,200,1915,21,144.9323,2,3593
2,2,500000,1,155,4.4,3031,1,1,0,72.9,1970,21,144.9247,2,3593
2,2,450000,1,155,4.4,3031,1,1,0,62,1970,21,144.9311,2,3593
2,2,390000,4,155,4.4,3031,1,1,472,55,1960,21,144.922,2,3593
3,0,1085000,3,155,4.4,3031,1,1,180,132,1991,21,144.9273,2,3593
2,0,1060000,1,155,4.4,3031,1,0,209,75,1890,21,144.9347,2,3593
3,0,917000,1,106,4.4,3031,1,0,143,136,1890,21,144.9336,2,3593
2,0,885000,1,104,6.4,3011,1,0,267,99.5,1890,16,144.89,6,7570
2,1,485000,3,23,6.4,3011,2,1,0,70,2011,16,144.884,6,7570
3,1,760000,4,104,6.4,3011,1,1,219,3,2011,16,144.8819,6,7570
3,0,871000,1,85,6.4,3011,1,1,267,101,1900,16,144.8901,6,7570
2,0,882000,3,239,6.4,3011,1,0,172,80,1900,16,144.8905,6,7570
3,0,895000,0,31,6.4,3011,1,2,272,106,1920,16,144.904,6,7570
1,2,260000,3,255,10.4,3163,1,1,1162,44,1965,8,145.0451,5,2403
3,0,1452000,3,106,9.2,3146,2,2,269,184,1997,26,145.0542,5,10412
3,0,1800000,3,106,9.2,3146,1,3,732,138,1950,2,145.0864,5,10412
3,1,1253000,1,2,9.2,3146,2,2,0,131,1995,26,145.0494,5,10412
4,0,1760000,0,106,9.2,3146,3,3,622,160,1940,2,145.0859,5,10412
3,0,3310000,1,135,9.2,3146,3,2,662,265,1988,26,145.0455,5,10412
3,0,1601000,1,135,9.2,3146,1,2,453,102,1930,2,145.0592,5,10412
2,2,910000,1,73,9.2,3146,1,1,157,97,1970,2,145.0814,5,10412
3,0,780000,0,28,13,3046,1,2,742,101,1970,23,144.9538,2,8870
2,1,420000,4,28,13,3046,2,1,1137,82,2009,23,144.9204,2,8870
3,0,895000,1,16,13,3046,1,2,697,148,1955,23,144.9256,2,8870
3,0,885000,0,16,13,3046,1,2,751,145,1972,23,144.9376,2,8870
3,0,597500,1,257,13,3046,1,2,663,84,1950,23,144.9349,2,8870
3,0,822000,1,16,13,3046,1,2,738,107.4,1960,23,144.941,2,8870
5,1,645000,1,16,13,3046,1,1,227,152,2013,23,144.941,2,8870
3,1,595000,3,155,13,3046,1,2,258,142.6,2001,23,144.9087,2,8870
4,0,1050000,4,155,13,3046,3,2,715,271,1970,23,144.9373,2,8870
3,0,705000,1,16,13,3046,1,2,694,110,1960,23,144.9112,2,8870
3,2,590000,1,257,13,3046,2,2,0,118,2009,23,144.9266,2,8870
3,1,680000,3,221,13,3046,2,2,243,133,2014,23,144.9357,2,8870
3,0,935000,1,221,13,3046,1,2,666,176,1960,23,144.9191,2,8870
3,0,740000,3,221,12.1,3046,1,4,605,145,1960,23,144.9467,2,2606
2,1,837000,3,32,13.7,3188,2,1,516,92,2007,1,145.0008,5,5454
4,0,2500000,0,192,13.7,3188,3,2,684,317,2008,1,145.0169,5,5454
2,2,860000,1,32,13.7,3188,1,1,90,90,1962,1,144.9994,5,5454
3,0,1700000,4,111,4.6,3122,1,2,338,132,1910,2,145.0243,5,11308
1,2,440000,1,106,4.6,3122,1,1,0,51,1960,2,145.0397,5,11308
1,2,535000,1,260,4.6,3122,1,1,918,50,2006,2,145.033,5,11308
2,2,635000,1,106,4.6,3122,1,1,2679,78,1960,2,145.0269,5,11308
1,2,317500,1,161,4.6,3122,1,0,0,55,1957,2,145.0239,5,11308
1,2,360000,0,255,4.6,3122,1,1,6494,77.5,1965,2,145.0255,5,11308
2,0,1800000,1,106,4.6,3122,1,0,221,106,1900,2,145.0251,5,11308
1,2,275000,3,260,4.6,3122,1,0,479,30,1970,2,145.0322,5,11308
3,0,1525000,4,106,4.6,3122,1,0,269,134,1905,2,145.0206,5,11308
2,2,560000,3,189,4.6,3122,1,0,0,82.3,1960,2,145.0431,5,11308
3,1,1264000,1,260,7.5,3123,2,2,0,187,2010,2,145.0527,5,6482
4,0,3600000,4,106,7.5,3123,3,2,667,310,1988,2,145.0511,5,6482
3,0,1405000,1,111,7.5,3123,2,2,185,185,1985,2,145.0481,5,6482
2,2,555000,1,135,7.5,3123,1,2,0,64,1970,2,145.0474,5,6482
3,0,1271000,1,73,10.6,3084,2,2,330,171,2008,0,145.06,0,2890
2,0,665000,1,106,10.5,3081,1,1,263,84,1992,0,145.0511,0,2947
3,1,575000,1,161,10.5,3081,1,2,192,91,1995,0,145.0581,0,2947
4,0,706000,3,155,10.5,3081,1,2,374,113,1940,0,145.0506,0,2947
3,0,657000,1,106,10.5,3081,1,1,317,95,1950,0,145.0513,0,2947
3,2,630000,3,146,10.5,3081,2,1,0,123,2015,0,145.0465,0,2947
2,0,650000,1,92,9.4,3081,1,2,465,81,1960,0,145.0371,0,2674
3,0,855000,1,16,9.4,3081,1,2,658,99,1960,0,145.0386,0,2674
2,0,613000,1,16,9.4,3081,1,0,391,74,1960,0,145.0398,0,2674
3,0,640000,1,260,9.4,3081,1,2,476,200,1956,0,145.0405,0,2674
4,1,1340000,1,134,13,3166,4,2,370,255.79,2006,20,145.0781,5,3145
4,0,1410000,1,16,7.9,3079,2,1,449,252,1945,0,145.0414,0,5549
4,0,1650000,0,146,7.9,3079,2,1,589,185,1910,0,145.037,0,5549
3,0,1851000,1,106,7.9,3079,2,2,618,215,1960,0,145.0391,0,5549
5,0,2325000,0,106,9,3079,3,2,737,325,2008,0,145.0647,0,1554
3,0,2400000,4,146,9,3079,2,2,1132,240,1950,0,145.0688,0,1554
4,0,646000,1,196,15,3021,2,2,658,198,1980,3,144.8217,6,1202
3,0,843000,1,155,12.8,3033,2,4,573,176,1980,21,144.8555,6,5629
3,0,835000,1,28,12.8,3033,2,2,700,126,1980,21,144.8722,6,5629
3,0,635000,1,155,12.8,3033,2,1,162,115,2015,21,144.8664,6,5629
3,0,745000,1,155,12.8,3033,1,1,535,134,1980,21,144.852,6,5629
3,0,941000,1,90,12.8,3033,1,1,703,111,1965,21,144.8651,6,5629
5,0,3800000,4,106,5.6,3101,5,3,609,424,1970,2,145.0451,5,10331
3,1,752000,1,260,5.6,3101,2,2,0,102,1980,2,145.033,5,10331
3,1,690000,1,140,5.6,3101,1,2,111,3,1872,2,145.0238,5,10331
4,0,2600000,1,135,5.6,3101,2,0,320,186.36,1920,2,145.0451,5,10331
5,0,4515000,1,135,5.6,3101,4,2,800,490,2012,2,145.0571,5,10331
2,2,820000,0,161,5.6,3101,1,1,826,95,1960,2,145.0546,5,10331
3,1,835000,1,88,5.6,3101,2,2,247,147.2,2007,2,145.0327,5,10331
2,2,590000,4,106,7.5,3102,1,1,838,70,1970,2,145.0526,5,2671
3,0,1402000,1,155,7.5,3102,2,2,422,120,1950,2,145.056,5,2671
3,0,1190000,3,239,7.8,3012,1,1,276,105,1925,16,144.8828,6,1808
4,0,1205000,1,260,7.8,3012,1,1,318,145,1960,16,144.8803,6,1808
3,0,860000,3,239,7.8,3012,1,3,555,168,1940,16,144.8754,6,1808
2,0,472500,1,31,9.2,3012,1,0,315,89,1990,16,144.8723,6,3873
3,1,675000,1,23,9.2,3012,2,2,159,128,2016,16,144.8673,6,3873
2,2,405000,3,173,9.2,3012,2,1,2787,75,2013,16,144.872,6,3873
3,0,930000,3,23,9.2,3012,1,2,660,88,1955,16,144.8654,6,3873
1,2,365000,3,260,7.4,3144,1,1,0,46,1960,26,145.0345,5,4675
3,0,2250000,1,135,7.4,3144,2,2,192,191,2010,26,145.0297,5,4675
3,0,2250000,1,73,11.2,3145,1,2,840,170,1950,26,145.0791,5,8801
4,0,3200000,1,135,11.2,3145,2,2,709,214,1910,26,145.0423,5,8801
3,0,2020000,1,135,11.2,3145,2,2,711,196,1915,26,145.0387,5,8801
2,2,1211000,1,196,11.2,3145,1,1,259,99,1970,26,145.0526,5,8801
4,0,1380000,1,260,11.2,3145,2,2,230,178,2007,26,145.0831,5,8801
4,0,1715157,1,106,11.2,3145,3,2,380,160,2008,26,145.0869,5,8801
3,0,1220000,1,106,11.2,3145,1,2,446,134,1980,26,145.0654,5,8801
5,0,1620000,1,23,8.7,3032,3,2,601,274,2001,16,144.8843,6,4918
4,0,1190000,1,204,8.7,3032,3,2,224,205,2015,16,144.8885,6,4918
4,2,1850000,4,260,2.8,3000,2,1,0,213,1938,18,144.9544,2,17496
1,2,333000,3,23,2.8,3000,1,0,0,41,2010,18,144.9582,2,17496
2,2,452000,1,192,2.8,3000,1,0,0,60,2006,18,144.9602,2,17496
1,2,275000,4,249,2.8,3000,1,0,0,52,2000,18,144.9558,2,17496
2,2,683000,1,132,2.8,3000,2,1,1136,88,2009,18,144.9559,2,17496
2,2,640000,4,85,2.8,3000,1,1,0,66,2005,18,144.9646,2,17496
4,0,2100000,4,90,11.8,3127,2,5,719,271,1950,28,145.1082,0,2079
2,2,439000,1,76,6.9,3039,1,1,0,70,2005,21,144.9245,6,6232
2,0,1040000,1,155,6.9,3039,1,2,313,95,1920,21,144.9098,6,6232
3,0,1670000,1,28,6.9,3039,2,2,803,166,1915,21,144.9047,6,6232
4,0,1940000,0,76,6.9,3039,2,3,675,228,1920,21,144.912,6,6232
2,2,560000,0,4,6.9,3039,2,1,0,63,2015,21,144.92,6,6232
4,0,1515000,1,155,6.9,3039,2,3,574,203,1910,21,144.9061,6,6232
5,0,2300000,0,155,6.9,3039,2,2,597,322,1930,21,144.9095,6,6232
2,0,970000,1,155,6.9,3039,1,2,272,85,1900,21,144.9073,6,6232
3,0,1070000,1,155,6.9,3039,1,2,231,130,1995,21,144.9284,6,6232
2,2,542000,2,94,6.9,3039,2,1,0,82,2004,21,144.9245,6,6232
3,0,1240000,1,139,6.9,3039,2,2,275,106,1880,21,144.9108,6,6232
4,0,955000,1,255,6.9,3039,2,3,431,246,1910,21,144.9094,6,6232
4,0,1656000,1,134,12.1,3163,2,2,651,199,1940,8,145.0768,5,4442
